,tic,gsector
3129989,RTW,25.0
3153986,BEOB,40.0
578896,OGES,20.0
1440799,PDM.,15.0
1692434,EXP,15.0
3346010,EFN.,40.0
3197721,GRVY,50.0
4251432,NTCPF,15.0
3184756,IFC.PR.D,40.0
1296381,BEVVF,15.0
1269431,PRGO,35.0
4345029,DPUKY,25.0
2973373,RRGB,25.0
3561879,CARE,40.0
2128990,AOLS,35.0
2779614,SLAB,45.0
3251279,CRFQF,20.0
3144451,MFCSF,35.0
3503377,TURV,60.0
3262220,CHZQ,30.0
255550,PEI.PD,60.0
951117,JMEI,25.0
3419885,NFYEF,20.0
4126444,EMPM,50.0
2457236,GTG.,15.0
1258889,RHP,60.0
1808354,ATLO,40.0
3970079,MSLP,30.0
2710118,HNTM,15.0
1669428,TSCO,25.0
3202594,RSO.PB,40.0
1775067,DYXC,35.0
1215943,SNTW,25.0
4222255,ECO.,15.0
2470614,LA.,15.0
3826594,CIBY,50.0
190427,LZB,25.0
551852,AMBA,45.0
3342166,SQBG,25.0
3641528,CZZ,10.0
747153,DRM.PR.A,60.0
2068463,FLOOF,35.0
983777,PDS,10.0
860618,INGN,35.0
1339114,DEMO,45.0
3002905,CATS,35.0
1144498,TRMB,45.0
1853462,BRQS,45.0
990165,PRDGF,35.0
2433253,ROYL.,15.0
2743449,PZG,15.0
90590,CSW.A,30.0
3084146,AHL,40.0
2485377,STC.,45.0
2522613,NODB,40.0
2610077,UNB,40.0
4123847,HGII,25.0
1006271,MBBYF,45.0
3799100,RXN.PA,20.0
300337,PSA,60.0
1166580,NSA.PA,60.0
2035644,AVRO,35.0
4261150,SWA.,15.0
313169,TEN,25.0
2702878,FMFG,40.0
352888,WHR,25.0
1713541,SGI.,15.0
491567,MERC,15.0
4373157,TPH,25.0
2772671,PPL.PR.G,10.0
334530,UMH.PD,60.0
3158708,COV.,35.0
1317161,NEW.PR.D,40.0
87751,ED,55.0
2412298,BITTF,15.0
485540,CU.,55.0
2217424,NPI.PR.B,55.0
1606595,PFGC,30.0
1504520,KNSL,40.0
3179388,WEX,45.0
1311364,SEVA,35.0
2139905,3UDGIE,20.0
1366524,CBDY,35.0
2417587,JJ.,25.0
3625825,EHSK,30.0
3472716,BYU.H,10.0
1465549,FG,40.0
4174288,ORC,40.0
1526822,BUNM,45.0
4168053,RCTC,40.0
821615,IOFB,40.0
2563747,USS.,50.0
3477295,SNDD,35.0
2540519,TRA.,15.0
4194805,MRQRF,15.0
2690241,WCC,20.0
4116286,RLJ,60.0
2362867,CABGY,30.0
925569,DPMLF,15.0
731718,FCU.,10.0
260576,SENEA,30.0
276166,RGCO,55.0
980748,PAAS.,15.0
2016232,EDNT,25.0
156747,CRAWA,45.0
2020759,HUYA,50.0
634366,RSPI,35.0
2388157,CPKPY,30.0
2751049,VCTL,45.0
2031826,NEW,25.0
1450771,ZEST,45.0
2212692,AMTD,40.0
3250194,DISCA,50.0
4297868,PBSFY,50.0
252036,ERA.,15.0
3611095,ESPAF,45.0
1769609,ESINQ,25.0
2978228,TXHG,20.0
2791119,MAG.,15.0
765277,LFDEF,20.0
4144684,ACST,35.0
191489,LANZ,35.0
2061196,CWBHF,35.0
3261467,GHDX,35.0
2148938,AAB.,40.0
3189418,XEBEF,20.0
1623524,CBL.PD,60.0
502,IWKS,35.0
2374165,FELTY,20.0
2841907,SGRWF,15.0
2582776,WWEXF,15.0
4265751,BRTI,45.0
1270686,BLGO,15.0
3298269,NRUNF,10.0
3027747,MTC.,15.0
1365133,FMC.,10.0
173485,NAV.PD,20.0
533975,AGM.PB,40.0
827974,TRVN,35.0
1007108,CNNE,40.0
3256386,PTOS,45.0
3634685,ZAGG,25.0
4396979,TEZNY,55.0
4080727,DBG.,15.0
2137533,CMCO,20.0
4035915,LEDS,45.0
445897,AFAM,35.0
2048578,OPRA,45.0
4178652,SML.,10.0
2199438,IDG.,25.0
941917,ERF.,10.0
1437947,ELIO,25.0
289624,SJM,30.0
710221,AMH.PC,60.0
3613389,RINO,20.0
1701447,MCBI,40.0
2999259,FBR.,20.0
3139872,VVI,20.0
3343736,GFN,20.0
2471157,AGO.,15.0
3627331,GCT.C,50.0
2726537,MFC.PR.R,40.0
4211005,BMSPF,10.0
517242,GNIN,25.0
1725478,BKHYY,40.0
925318,WB,50.0
1569308,SPGZ,25.0
1318742,AEF.,40.0
1478419,ZDGE,50.0
1096416,AZZUF,10.0
2538229,PLLVF,15.0
2947574,XTMM,25.0
2408526,BFD.,15.0
2789376,NVMI,45.0
64912,STZ.B,30.0
2221232,HTPRF,15.0
814915,LADG10,25.0
4276949,SPDL,45.0
1118224,PFFOF,15.0
1341477,CPSS,40.0
1754990,CLDR,45.0
3897789,GNUS,25.0
2048221,ORNC,25.0
1688552,STN.,20.0
3978865,CLM.,15.0
3995328,QUAD,20.0
2889316,AACS,20.0
3542246,ITNS,35.0
1524341,SNM.,10.0
745446,BMIX,15.0
3300538,MISVF,15.0
358686,ZION,40.0
266863,PDNLB,60.0
1883249,ALTR,45.0
1110477,BLCM,35.0
126898,RF,40.0
3742233,HCCI,20.0
176770,ENB.UN,10.0
172155,TILE,20.0
972627,HVCW,25.0
2488895,IPD.,25.0
1205363,BZUN,25.0
2946312,PJET,25.0
3492262,COHN,40.0
1421434,AIML.,15.0
3940789,VRS.H,35.0
3068781,ORGN,40.0
2870426,FFZY,50.0
3434932,BBEPQ,10.0
4304719,SMCAY,20.0
3475088,SNOAW,35.0
4303642,RPCGY,15.0
3648676,GCHT,20.0
3062354,1908B,40.0
1020794,LOCO,25.0
3139370,CAGDF,15.0
4295056,WILYY,35.0
359188,ZIONW,40.0
1714298,FALC,45.0
2557882,SPS.,25.0
2838774,MDF.,50.0
175878,ENB.PR.D,10.0
278177,ROSX,20.0
3174939,ABVC,15.0
4239455,NGHT,25.0
2823711,WLBMF,15.0
2759943,MBX.,35.0
1714549,NETS,25.0
4413269,CXN.,15.0
150970,AMOT,20.0
13563,AEP,55.0
3504643,ALLT,45.0
784611,ALRS,40.0
3306189,AUSVF,15.0
3287392,DRSV,40.0
2737683,ECUI,50.0
3836700,ADEC,25.0
1650315,FBSI,40.0
134270,FCE.A,60.0
1554797,TDSGF,35.0
2479783,HFBC,40.0
2900179,JINFF,15.0
1030096,LBRDB,50.0
2453225,LMR.,15.0
1146166,CKX,60.0
4223269,MGMLF,15.0
3791395,GPY.,15.0
273146,RGS,25.0
2053418,MESA,20.0
2661568,BCOR,40.0
328542,TYL,45.0
3541744,DRGDF,15.0
1615898,IMCI,45.0
2474516,IGC.H,15.0
3105692,HLMB,35.0
2026653,KULR,20.0
4137617,ICLD,45.0
774322,IRMTF,60.0
3599136,ILNS,35.0
962211,GCAAF,40.0
2603502,CZBC,40.0
2402031,ANB.H,15.0
621431,BPO.PR.W,40.0
2356843,UMICY,15.0
394796,IPLDP,55.0
1917833,AEP.,15.0
729698,DWAHY,60.0
637869,TRRI,15.0
1587232,LBYYQ,25.0
2612628,PST.,15.0
4370177,CYTXW,35.0
2717261,LKST,50.0
922573,WATT,20.0
2185205,MADI,45.0
476727,SJR.B,50.0
1851214,CDB.,15.0
3525754,CTN.,15.0
1377857,INST,45.0
4081480,STWSQ,10.0
1191520,SMAS,35.0
4426617,MONDY,15.0
3251799,IAALF,15.0
3500601,SAGD,35.0
1046406,ESSE,20.0
3434179,ICFI,20.0
3868490,ISBL,50.0
79948,AON,40.0
3925301,PEB.PD,60.0
1943510,SROYF,15.0
689051,SEV.,45.0
3882302,BKBFF.1,10.0
3251297,ZDC.,20.0
560890,UNCRY,40.0
2424513,CTZ.,45.0
582583,RY.PR.K,40.0
296695,STDE,10.0
2979023,RRMLF,15.0
4419492,EROS,50.0
1418673,SSRM.,15.0
1793656,FBIP,40.0
743362,CUBV,30.0
3351702,CUBI.PC,40.0
2979961,WHG,40.0
1078723,DROP,30.0
1268673,WETF,40.0
616663,CAND.,15.0
469305,MXIM,45.0
1038050,GGG.,15.0
379192,NNN.PE,60.0
2123950,TTNP,35.0
3710263,SBR.,15.0
3298773,LDSI,40.0
2394307,AISSF,15.0
487561,CU.PR.I,55.0
246443,OI,15.0
2459885,FEXXF,15.0
3292218,YUSG,25.0
3011667,WENEF,10.0
2788121,LXRX,35.0
3649198,VSI,25.0
3905234,ARI,40.0
2357094,JMPLY,15.0
2231960,GSIL,25.0
286508,SCI,25.0
919779,FOR.,15.0
2539684,CSQ.,15.0
3827098,UPIN,45.0
2386902,SSEZY,55.0
203550,5456B,50.0
3261969,EPAZ,45.0
4391280,LOMA,15.0
2649672,PFSD,15.0
339037,CTTC,35.0
1596280,LXG.,35.0
2270044,IRET,60.0
2970502,KIRK,25.0
651453,AAMC,60.0
4096611,GRZG,15.0
4423123,PDGRY,25.0
1250185,IBKCP,40.0
2209419,NMGC,45.0
563735,BMO.PR.Y,40.0
90179,TAP.Z.,30.0
3468182,DLPN,50.0
4120662,PKKFF,45.0
268122,PHM,25.0
4365744,FETLF,50.0
1395769,NPR.,45.0
3769407,MSTG,15.0
4374412,GWLLY,25.0
2653896,NWOL,10.0
3352204,CUBI.PE,40.0
2262078,STRZ,25.0
2233553,CMETF,15.0
252789,PATK,20.0
979248,GGROU,30.0
3484909,PLC.,25.0
2467630,SPX.,15.0
2901183,WSHE,20.0
2132262,VSMD,35.0
3208846,DSX,20.0
2795462,SVSN,50.0
3290713,EQFN,40.0
4165625,NGC.,15.0
4105773,TNYBF,30.0
274405,AN,25.0
1527826,CTRA,15.0
1486140,PI,45.0
1424446,DFFN,35.0
2305834,MPB,40.0
3202323,XAN,40.0
2472593,GWA.,15.0
791070,TRSWF,55.0
163574,HBANO,40.0
961960,GCG.,40.0
1020041,ADMT,15.0
3827349,BSPM,35.0
3943304,AVEO,35.0
3655839,DANR,15.0
3886484,SGDH,15.0
975704,NXEOW,20.0
4295558,WIT,45.0
3426348,OREA.,15.0
2358851,ORKLY,30.0
1035289,FCUV,45.0
241415,OBCI,30.0
2058129,GENMF,15.0
4428457,FAR.,15.0
7795,ALK,20.0
3993206,AMRS,15.0
2566963,CAHI,25.0
4291075,LTORY,20.0
2629981,EVLI,50.0
2138286,SIMA,20.0
48569,BAMGF,40.0
1084268,MELR,40.0
652571,WELL.,35.0
1217496,FIT,45.0
4274001,CHCC,15.0
3417949,LRTNF,15.0
2544300,GVCM,15.0
37028,BCE.PR.A,50.0
44284,BRRE,60.0
1028335,GQM.H,15.0
2653394,SWBI,25.0
2122947,SCCO,15.0
1565829,ANIK,35.0
845952,BHR.PB,60.0
4461520,NMCI,20.0
2971004,IRLD,15.0
1294182,SRRA,35.0
2408083,BCS.PD,40.0
2213445,GIFI,10.0
2632216,DLGI,45.0
905738,RMNIU,45.0
3318243,AFSI.PC,40.0
2092970,CIB,40.0
572481,PWF.PR.E,40.0
3685007,LL,25.0
1963845,SINC,15.0
2032736,AMAL,40.0
2768643,BBGI,50.0
2310608,FXNC,40.0
2308094,SRMUF,15.0
1430178,MBRX,35.0
3129465,FLMTF,15.0
3003658,PHSL,25.0
1062889,CCTL,25.0
588377,MLYBY,40.0
2913464,GAU,15.0
3869186,NTFL,40.0
433857,RBTK,15.0
2841072,SAT.,50.0
3895322,LEAS,40.0
2269444,MGRUF,60.0
910507,TSGL,20.0
2087688,NHTC,30.0
3982880,ENV,45.0
4208461,ILCC,45.0
2949297,CORT,35.0
2647483,NVI.,45.0
4451643,XRAY.,35.0
264102,PCH,60.0
1996595,GHG,25.0
2620976,BSPA,40.0
1327693,RHHBY,35.0
1489408,KDMN,35.0
2326734,ANH.PA,40.0
3818423,TVE.,10.0
2115983,WSTL,45.0
363397,PTOP,50.0
1277358,LMFAW,40.0
2075409,BITCF,45.0
86349,RAVE,25.0
3163403,BFIN,40.0
2333298,BAYRY,35.0
629910,GWO.PR.P,40.0
1225431,NWC.,30.0
957544,ECVTF,40.0
590636,TD.,40.0
176631,ENBBF,10.0
1071904,GLBXF,15.0
4439384,SCHYY,25.0
3061852,CHLE,30.0
290126,KEY,40.0
1551534,POLA,20.0
397557,CNO,40.0
2030406,USX,20.0
2961697,BML.,15.0
4377755,WCG,35.0
3918862,TWO,40.0
294929,T,50.0
774341,ISV.,60.0
3897275,RVDO,10.0
4212947,VDOMF,15.0
2368388,SNN,35.0
4363607,DDDGY,45.0
3468960,WHY.,15.0
4431229,KMDA,35.0
3755127,REN,10.0
2759861,MBXBF,35.0
4208210,RDMPQ,10.0
2443370,NRI.,35.0
3124847,FAVO,15.0
3733212,BEAT,35.0
1575574,ALL.PA,40.0
4178618,ENTWW,50.0
188983,KUBTY,20.0
3226843,NPC.,20.0
439138,NHLD,40.0
145444,GHM,20.0
3112434,HSHL,15.0
2570406,WML.,15.0
4304468,SGAPY,50.0
456998,CAON,20.0
4343774,EVTCY,35.0
4295809,SNMCY,40.0
2250709,ESV.,45.0
2070878,TBRD.,50.0
367709,BBT.PE,40.0
308586,TNRK,20.0
1480615,ID.,45.0
1611354,JAG.,15.0
2986965,BANC.PE,40.0
1031100,TTI,10.0
3045415,CBCYB,40.0
3456346,BWAV,50.0
1765480,USAP,15.0
2926042,AATV,45.0
493735,CDMOP,35.0
3190732,CCEDF,15.0
3870212,PRPM,40.0
3119946,SAEUF,10.0
3828199,GTX.,10.0
1103466,UNIR,25.0
2870677,RGP,20.0
2783648,ABT.,45.0
2782644,SLF.PR.K,40.0
1056081,TSI.,45.0
934453,PAHC,35.0
1779589,MOTS,35.0
2601801,WCN.,20.0
1214437,IO,10.0
2233302,GRIF,60.0
2576314,IGFFF,15.0
3403116,SDRMU,10.0
3039921,DLTA,10.0
2729266,KTHN,40.0
3405157,SXEEQ,10.0
3859639,NCAP,50.0
3307045,CSNG,30.0
64661,CTC.,25.0
4076064,MNKG,20.0
1417920,LBLTF,35.0
2425295,CBRSF,15.0
3007885,ADIA,30.0
2706349,ALA.PR.U,55.0
399818,MAJJ,25.0
4039231,INN.PE,60.0
782854,VLMGF,15.0
1562554,YBAO,35.0
3268694,MNSB,40.0
1002587,HOLX,35.0
2669442,HT.PC,60.0
2966096,NFSE,40.0
717251,CANWF,15.0
2888775,BTU,10.0
2836947,MBCN,40.0
949905,NPS.,20.0
925820,DPM.,15.0
2029401,CVIA,10.0
1402959,BBLG,35.0
3998363,MRZM,35.0
2734669,PTNR,50.0
778755,WLYW,45.0
3337090,DK,10.0
3886986,HELOF,15.0
3906439,ZTNO,45.0
3466927,SNMP,10.0
2398998,GKX.,20.0
524953,CNQ.,10.0
1724976,ESX.,15.0
2770139,SXL.,15.0
3132996,PTU.,10.0
2455425,FLX.,15.0
2316690,ATUSF,15.0
4016931,SEGI,50.0
2184406,CPN,55.0
3840184,EML.PR.A,40.0
2557254,SVM.,15.0
3151637,NNVC,35.0
3039496,HZNB,40.0
4297115,LDBTY,60.0
2429641,AJX.,45.0
3922850,ARR,40.0
2699802,MECK,25.0
2475269,PEZM.H,15.0
1664527,INSEW,25.0
61904,CBEX,45.0
856939,NCLI,40.0
1110979,AAAP,35.0
2138035,CBPJ,20.0
971081,LGT.B,20.0
1396686,IVWFF,15.0
2036839,BE,20.0
2166532,PRAC,20.0
468803,WABC,40.0
2835943,XIA.,15.0
3518187,SNCA,35.0
3684756,ENSG,35.0
979507,WSTI,20.0
4460954,VIVO.,35.0
3416945,HWCC,20.0
2174284,SPXP,15.0
321651,TOSYY,20.0
2198426,PBH.,30.0
3324786,NEWRF,15.0
1922548,ILPT,60.0
488314,QTXB,35.0
1540794,MCHP,45.0
2417085,KL.,15.0
108847,EGP,60.0
1140437,GRTD.1,30.0
3183245,HPR,10.0
187724,7240B,20.0
3954600,NMX.WT,15.0
3731187,CSII,35.0
524372,HERXF,20.0
4078010,UCHC,15.0
74673,CHD,30.0
2063894,ALLO,35.0
1300505,PNBC,40.0
582074,RYYLF,40.0
2961425,WGEE,45.0
4016680,VPG,45.0
1133898,ENTL,35.0
2846491,GEM.1,15.0
2379885,RDSMY,15.0
1979585,DMGI.,45.0
2364372,DFIHY,30.0
2325884,WWSG,35.0
3076909,SGGV,25.0
2360106,RWEOY,55.0
2490402,CZXMF,15.0
4282310,MAHLY,35.0
3731689,QTMM,45.0
153480,HL,15.0
1291145,OPMZ,20.0
4321657,DBHSY,25.0
2294006,POWI,45.0
3272095,HYEG,20.0
2115230,SRHI.,15.0
184316,GXP,55.0
2058500,ORHB,35.0
2480057,QPT.,35.0
4154998,CHEF,30.0
3434997,BBPPQ,10.0
2079329,BFTI,20.0
1106980,TBI,20.0
3433159,BCGOF,15.0
214726,ETR,55.0
3422202,SEM,35.0
1843265,LNGYF,15.0
3728414,NXTH,30.0
4446266,NADLQ,10.0
3722112,OGSM,25.0
320396,TROLB,30.0
73167,JPM.PE,40.0
1847944,ARPO,35.0
3241329,GAINN,40.0
2974700,SCFR,45.0
358435,ZGCO,40.0
160460,CNP.PB,55.0
717000,WBBW,40.0
3687517,RLIA,30.0
4362355,CLVLY,35.0
3948374,FLDPF,15.0
221763,BAC.PL,40.0
3428523,GLUSF,40.0
3139621,CG.,15.0
2425015,GCRIF,15.0
2520023,NIOCF,15.0
2902187,ACN,45.0
3045675,DLMV,40.0
980497,PAAS,15.0
386734,REFR,45.0
1301545,OLED,45.0
3578825,MEDH,25.0
3062356,AHT,60.0
1679001,ZEUS,15.0
3469505,AVX.,15.0
391533,CYBD,45.0
1409915,ATI.,10.0
1069143,HESM,10.0
2817702,ICNM,45.0
4098633,RGLSF,15.0
2870119,ADK.,35.0
2461512,ALDVF,15.0
4355241,CMGHY,30.0
1652436,ATA.,20.0
4128928,QMC.,15.0
607524,SCR.,50.0
2101983,ACGLO,40.0
2086897,HSTRF.1,15.0
3431942,PPPS,45.0
730953,WPTIF,60.0
3161727,XSPY,25.0
94118,CUB,20.0
3198651,ICPWQ,25.0
3761893,AGNCN,40.0
2266344,NRCIB,35.0
1189762,BMXC,25.0
4318162,ERJ,20.0
2453766,MXMSF,10.0
266361,POW.PR.D,40.0
2822456,SMTX,45.0
2983189,MDNB,40.0
2422571,AOIFF,10.0
766202,SAEX,10.0
2624122,SKGO,15.0
3516272,ARRXD.1,15.0
1101298,TANH,15.0
651704,EA,50.0
4058247,ARCS,25.0
3049684,GOODO,60.0
772150,PPRQF,60.0
2008,AAN,25.0
4363356,JNRFY,60.0
2136027,EAWD,20.0
3477044,ESYL,25.0
925100,KTWO,35.0
1281144,ITP.,15.0
217189,MITSY,20.0
2823460,HPNN,45.0
199784,FMFN,40.0
3894151,PGTMF.1,15.0
2499229,CGEKF,15.0
1570312,TWI,20.0
655635,IRIG,10.0
2298601,NWFL,40.0
832993,TLOG,35.0
2423075,CRX.,15.0
2391669,UNICY,30.0
1252793,OOMA,50.0
776146,EAM.,15.0
2551858,CRUUF,15.0
2076299,PLPRF,35.0
1130674,PIRS,35.0
961576,APPG,45.0
2447188,ETF.,15.0
2380387,JEHLY,25.0
2248076,UMPQ,40.0
2266669,SRI,25.0
1734600,DOMR,10.0
2633753,RSY.,45.0
4178903,MDSQF,15.0
1043327,UNVR,20.0
3569964,SAR,40.0
2420898,CWYUF,60.0
764021,EXOXF,45.0
1114013,XLNX,45.0
4399222,IPXHY,10.0
2158352,INTP,35.0
2569805,QRO.,15.0
562396,BMQCF,40.0
2103160,NOVT,45.0
2617839,CMLS,50.0
2707859,DSNY,50.0
318126,TDW,10.0
2541039,PABN,40.0
3976710,NSM,40.0
1829515,XELA,45.0
1199805,RECP.,25.0
3938601,SPSC,45.0
170042,IDTI,45.0
2531143,PBMFF,15.0
2164538,TRLI,50.0
19723,AGTT,15.0
2969221,ITWG,20.0
1195964,HAYN,15.0
3969326,LYNS,50.0
1990205,NACNF,30.0
406874,FEKR,35.0
3599623,NWYU,30.0
1749737,CADE,40.0
1572217,ECN.PR.C,40.0
3435313,TBTEF,10.0
4335631,TSU,50.0
3528240,CPSL,15.0
4059623,CSOD,45.0
2445883,EPL.,15.0
2076152,QFIN,40.0
1246216,PCHM,35.0
3170740,IGSC,20.0
3275936,SR.,15.0
804978,HDNG,20.0
862375,FISOF,10.0
1715917,AMRQQ,10.0
2967179,OLNK,45.0
3328705,CCYG,35.0
1435407,SRTSW,35.0
149966,AXRX,35.0
4341338,ASXFY,40.0
641458,EVGI,15.0
187473,KBAL,20.0
3856867,MTS.,15.0
2330111,ACCYY,25.0
1867913,XSPT,45.0
14567,AIG,40.0
4410354,EFH.,40.0
99528,DTV,55.0
2577193,GORAF,15.0
2793940,DNT.,15.0
4193867,PNC.A,50.0
1621751,TGIC,40.0
2626046,LMNL.,35.0
2055553,YVR,50.0
650700,DGICA,40.0
4299625,FORTY,45.0
3653616,RDCPF,20.0
274154,RLBY.1,45.0
369684,ARKR,25.0
1521139,HMGN,35.0
1264651,LILAK,50.0
3500867,CSIQ,45.0
3676213,VNRWQ,10.0
590385,TD,40.0
3717034,PPRW,20.0
2617733,CMLSQ,50.0
4458849,MTFB,35.0
3232457,GLP.PA,10.0
3003917,BFC,40.0
4372906,ITCB,40.0
598407,SHZUY,40.0
1815874,LXR.,25.0
3413259,MOS.,45.0
971070,LTKBF,20.0
3051768,BDYS,35.0
880880,OUT,60.0
2876957,ETP.PD,10.0
3087802,CGX.,50.0
474468,WFTBF,15.0
4318413,ASX,45.0
4125272,CUAU,15.0
4208963,MACK,35.0
4022187,PGP.,15.0
4448242,APOPW,35.0
742860,CSTM,15.0
1472260,AAV.,10.0
1851967,DESP,25.0
3062607,AHT.PD,60.0
2020099,SUNM.,15.0
2574637,NKWFF,55.0
4290824,SKM,50.0
2562979,CIMVF,10.0
2419650,CBE.,15.0
2823209,GGAL,40.0
3279450,MSIXF,20.0
1659700,NODK,40.0
2310357,WPC,60.0
2765369,WDO.,15.0
161530,UBA,60.0
2909449,ADS,45.0
3097916,NYMTO,40.0
4091204,BBBXF,15.0
2404722,ANL.H,15.0
2477764,BIOYF,35.0
2538721,ANAS,40.0
2176048,TTEC,45.0
2274323,EPR.PG,60.0
3813952,RST,45.0
3603803,PDPYF,10.0
392537,NVR,25.0
2835692,DRIFF,15.0
2916068,NEPT,30.0
1361807,HPE,45.0
799163,GDL.,20.0
3353527,HTBI,40.0
216483,MMM,20.0
670936,SBBG,40.0
667656,AMXEF,15.0
554613,TG,15.0
2138572,GVSI,25.0
2144173,HUBG,20.0
3337341,GMET,10.0
2998476,TCBIP,40.0
2345925,JHX,15.0
2059638,ARVN,35.0
4328602,ORAN,50.0
855803,STOY,50.0
2126472,DRYN,10.0
3569454,DMAC,35.0
738199,PTLA,35.0
4077498,ACRX,35.0
460975,BDRAF,20.0
803974,HMLN,40.0
3634183,ALSN,20.0
766955,FCF,40.0
3329912,LGCYO,10.0
670685,PEBO,40.0
3140374,LOCMQ,50.0
4144935,ACST.,35.0
1023052,AT.,50.0
2524951,APAFF,15.0
3650811,PDTRF,60.0
3828327,FSBW,40.0
2847004,RXHSF,40.0
2723274,MFC.PR.B,40.0
2260644,ISON,20.0
1563307,GSAC,35.0
4008617,KGKG,30.0
4365493,BLSFY,15.0
2467881,CNENF,10.0
2719908,1877B,50.0
2288117,NANX,15.0
595897,MSADY,40.0
2763853,QTRHF,45.0
705991,ASAB,35.0
2070760,ALYA,45.0
2610579,CPEU,20.0
1827781,AKCA,35.0
2653645,FNHC,40.0
2684611,DLIAQ,25.0
4108253,FDFT,20.0
1223451,APLE,60.0
2315650,GPR.,15.0
581345,RY.PR.D,40.0
3587108,NORNQ,15.0
2192935,PBIO,35.0
216985,MP.PD,55.0
4432862,ORL.,15.0
3845856,MOMT,45.0
3577821,STLT,35.0
437120,PMDL,35.0
2830975,RDVWF,45.0
298232,STT,40.0
118697,NEE.PQ,55.0
2760194,DXX.,45.0
2304985,RASLQ,60.0
2963714,RGC,25.0
2518843,SSV.,15.0
413467,SHOS,25.0
122882,FNMAH,40.0
855935,CELP,10.0
4401481,ADPXY,25.0
130907,USB.PO,40.0
3235895,GTE,10.0
2424222,CZO.,15.0
268373,PCYO,55.0
37530,BCE.PR.C,50.0
2331115,BMWYY,25.0
1478670,ADNT,25.0
2296516,CPLT,45.0
1217998,BW,20.0
2432814,SOHFF,15.0
659671,ELLH,15.0
3178629,GEYI,10.0
2781385,SLF.PR.E,40.0
1975776,PTALF,10.0
3804474,TML.,15.0
1306645,PFOH,40.0
1754974,TRKR,45.0
3029569,HSON,20.0
2820258,SRTI,45.0
2500529,RGDFF,15.0
21731,AOXY,60.0
3578574,OPNT,35.0
94919,CULP,25.0
3182124,SCUPF,25.0
3937095,SSPXF,15.0
4094196,MHYR,20.0
244427,ORBK,45.0
1506942,BOLD,35.0
4436163,ORXGF,10.0
1181548,TYME,35.0
3803715,COMS,20.0
2843982,GOLHF,15.0
1302549,VBIV,35.0
251534,PKOH,20.0
70058,TERA,45.0
225754,NANO,45.0
3429527,EHTH,40.0
2415880,CYRBY,25.0
1793026,CXBS,35.0
1072406,TLCC,30.0
1217177,WING,25.0
1908713,STZHF,15.0
2523149,XTT.,15.0
1166329,NSA,60.0
2967962,RIOT,45.0
1299752,HLI,40.0
3699057,TMSH,40.0
3515268,CRB.,15.0
379443,NNN.PF,60.0
2701328,PWFL,45.0
3679479,BTB.UN,60.0
1900739,MBIN,40.0
2272064,MBWM,40.0
588126,UOVEY,40.0
4060125,GMA.,15.0
2782138,SLFXF,40.0
1799585,ESQ,40.0
1780662,NXPC,50.0
4347288,GVDNY,15.0
3905485,ARI.PC,40.0
3048931,NRN.,15.0
2212943,RGCTF,15.0
2717763,SOX.,20.0
2117492,NUAN,45.0
145695,GWW,20.0
3164343,ARCC,40.0
3146716,QCAAF,40.0
3343987,GFNCP,20.0
438626,GRST,35.0
3762527,FITX,30.0
239881,NVO,35.0
3586104,CVAT,45.0
2422822,AOI.,10.0
3694180,GSA.PQ,10.0
2422109,CANSF.1,15.0
80450,CCZ,50.0
2883405,CGLDF,15.0
2244987,SVIN,30.0
3112706,ARSLF,10.0
2362114,BOUYY,20.0
4047515,TZNMF.1,15.0
1099346,LMRK,60.0
2850348,GUY.,15.0
3410910,CNTO,10.0
2713672,BLIBQ,25.0
569144,BNS.PR.E,40.0
1245714,CCO.,10.0
3154599,FTEC.,45.0
530963,LKAI,15.0
2044474,BNGOW,35.0
312416,TDI,50.0
2745206,ONCWF,35.0
4314397,UBSFY,50.0
827938,CWRK,45.0
378941,NNN,60.0
3412003,HNWEF,10.0
3976208,BRF.PR.F,55.0
3526670,MSBF,40.0
560639,NTXFY,40.0
2589646,PUCCF,15.0
3369740,PRPRF,10.0
2727258,STLHF,15.0
4070929,PCRX,35.0
4319417,MGYOY,10.0
1182744,GSBD,40.0
3844515,KANP,60.0
1189009,NRIM,40.0
2925289,MIHL,20.0
2938273,DLAD,45.0
3171493,ABEC,45.0
2680596,EFIN,40.0
2339822,AHKSY,15.0
4461384,GRIN,20.0
1357773,AKT.A,10.0
3127622,LBTYB,50.0
2894920,MNVWF,10.0
2638546,RIBTW,30.0
3923780,HTL.,35.0
4421653,KAT.,15.0
2616729,DGTW,50.0
2763351,SHRC,40.0
3708746,DEC.,15.0
864870,GKIT,20.0
2026768,RFII,25.0
620427,BPO.PR.P,40.0
372804,CAWW,30.0
3102750,SCPT,25.0
1287254,LFVN,30.0
1318993,AEF.WT,40.0
565063,CM,40.0
146951,PXFG,25.0
3284270,MDWK,35.0
2163528,CASI,35.0
2664405,FIEC,40.0
3054684,Y.,50.0
3108012,ARESF,60.0
396302,VHI,15.0
182587,KLMR,20.0
2120357,KFS,40.0
422200,SOTK,45.0
3204177,TPLMQ,10.0
1412676,PREGF,10.0
1368029,BLOC.,40.0
449222,JOUT,25.0
1433901,CHMP,20.0
4366246,IKTSY,20.0
3702636,BTG,15.0
3803966,IXEH,20.0
2959979,TNP.PC,10.0
4298621,BSEFY,25.0
3911087,DOL.,25.0
3624183,PHOS,15.0
